user_id,to_reads
29223,119|92|471|342|208|61|795|316|895|127|249|1005
29280,666|239
29307,1178
29315,456|997|63|14|76|773|353|95|65|113|413|559|289|89|483|31|587|53|51|41|312|223|70|265|468|378|77|300|523|15|1068|179|236|493|187
29339,33|265|825
29387,924|482|1334|111|195|333|167
29404,362|273|295|80|33|100|359|75|377|192|343|68|204|102|154|339|213|4|437|682|457
29426,62|283|282|70|212|148|272|55|295|268|100
29428,85|15|61
29454,240
29467,68|79|53|21|251|364|12|146|6
29561,731|665
29597,95|89|346|44|103|121|70|245|68
29631,215|112|320|468|662
29638,24|70|54|55|768
29671,360|1214|390|576|185
29688,272|261|46|13|547|66|65|792|298|899|715|959|1120|769|5
29691,424|417|453|94|1011|284|8|464|1214|137
29709,111|40
29729,113|271|131|65|213|180|338|55|587|512|397|287|820
29754,614|424|709|94|840|701|60|1021|467|115
29797,195|731
29822,48|346|45|167|53|41|47|13|958|273
29837,342|30|371|36
29857,115|117|174|53|27|24|21|25|146|212|60
29951,421
29982,51|373|208|320
30015,138|313
30086,173|350|499|48|276|664|587|41|377|289|45|81|1133|883|66|410|818|534|943|758
30160,115|350|984|48|65|130|1584
30186,231
30207,47|45|5|150|768|815|87|35|94|179|374|60|195|141|231|192
30236,16|95|317|1186|664|1088
30255,67|234|212|342|354|265|173|87|271|383|199|208|398|38|117|523|295|1334|567|172|560|69|16
30290,113|46|1133|67|374|276
30300,342|174|31|16|792|346|68
30307,638
30327,174|141|404
30359,74|1055|669|272|185|682|119|47|46
30427,233|22|820|1970|788|499|258|217|342
30478,1055|333|262
30487,10|130|503|718|498|177|485|131|478|66|646|196|361|887|72|264|104|815
30614,273|437
30709,167|70|522|276|271
30739,45|87|40|93
30760,74|36|70|146|20|57|587|192|137|741|304
30771,43|38|16|46|409|195|261|272|706|115|113|121|71|212|177|130|84|196|178|172|173|255|323|453
30833,1051|930
30863,522|115
30920,848|342
30948,290|212|226|244|129|718|426|157
30981,226|396|39|587|820
30998,342|782|225
31015,192|1214|1184|38|180|7|80|48|55|113|45|130|155
31074,104|39|217|110|135|165|188|658|654|883
31092,144|233|121|354|333|179|139|185|212|654|663|689|495|701|374|408|975|6|95|320
31191,47|508|767|1566|15|257|63|66|213|364|72|115|317|284|498|578|715|101|136|271|132|512|556|226|316
31221,322|300|489|175|117|487|95|342|45|249|399|611
31294,185|379
31341,765|301|30
31354,204
31369,142|295
31398,413|919
31474,701|233|1569|273
31484,664|173|8|94|45|82
31512,111
31527,262|15|98
31546,208|226|244|225|47|115|35|290|961|642|689|68|87|404
31561,6|277|146|230|360|1145|847|104|121|320|36|185|1011|291|295|682|244|408|208
31564,65|360|119|97|705|397|255|556
31721,620
31760,377
31809,342|54|584|314|283|984|168
31839,28|26|94
31896,409|323|264|664|4
31930,641|925|665|146|494|815|323|190|520|112|61|217|257|137|313
31936,804|1280|498|1605|7|714|172|194|19|401|592|374|1021|828
31996,561
32033,300|518
32070,701|270|1088|167|322|342|924|697|47
32088,792|544
32097,436
32158,8|57|115|39|697|12|41
32176,249|268|167|718|1184|32|104|132|55|180|121|597|325|301|1214|297|322|704|107|820|503|1393|2089
32182,396|119|829|36|255|468|100|173|139|409
32198,28|36|87|63|54|50|102|100|60|1167|646|387|301|323|592|64|337|167|977|937|664|701|86|1084|1055|499
32236,7|268|333|109|597|233|253
32305,117|6|47
32332,177|38|31|186|33|1434|478|590
32397,451|935|350|298|216|92|144|665|193
32419,11|283|73|426|247|312|46
32487,274|30|226|1970|1393|424|815|60|733|231|417|1021|100|538
32505,924|591
32522,11|87|271|38|130|208|239|1088|359|1|20|17|498|456
32557,984|172|479|664|483|200|216|300|139|943|80|48|55|47|54|129|271|213|162|173|65|178|104|212|87
32569,80|47|83|131|94|172|180|130|265|317|329|485|225|325|233|323|1214|284|354|287|468|476|1435|523|306|89|22|31|255|60|57|98|587|268|522|41|895|1005|727|669|704|557|2190|410|1681|1055|762|788|104|1970|899|208|739|110|368|733|101|399
32589,195|200|47|396|754|320|297|111
32598,99|417|1011
32654,33|122|28|386|177|1084|2015|488|540|138|230|451
32745,135
32753,546|162|144|758|117|68|39|322
32771,144|961|1477|642|779|160|172|485|778
32803,436|74|390
32813,243
32832,451|221|162|597|820|819|1679|1509
32836,113|432|614
32902,39|45|13|201|30|217|482|1051|185|267
32941,30|68|320|277
32976,471|451|66|229|430|522|284|408|769|421|181|47|1184|560|1509|867|301|146|67|1238|820|235|468|860
32992,142|948|436|30|83|109|754|961|320|47|234|262|235
33012,16|111|172|31|287|57|289|375|46|934|115|45|137|1675|238
33062,304|925|81|192|35
33093,379|961|325|377|47|185
33119,172|255|291|472
33207,1584|1679|662|523|743|139
33227,360|883|431|508
33245,489|193|1167|977|172|31|361|471|76|28|7|46|48|11|63|32|177|129|67|65|213|173|597|498|100|189|54|109|93|198|94|162|255|132|256
33312,5|172|829|997|961
33384,107
33467,2|522|68
33514,879|47|707
33546,457
33556,639|778|1605|651
33580,32|58|66|1681|291|476|397|739|696|247|1311
33633,104|516
33651,238|326|1675|313|208|83
33702,38|522|216
33758,277
33863,961|1064|63|230|899|701|826|1681|1214|119|1084|1135|103|1055
33872,779|426|148|139
33890,240
33948,87|67|95|79
33992,48|229|134|47|522|1214|654|44|699|778|320|616|143
34017,457
34078,82|100|635|258|473|95|669|43|39|272|273|111|430|244
34082,404|883|73
34168,196|186|273|342|377|28|16|36|160|129|80|289|271|485|520|557|239|484|496|72|179|178|225|820|5|468|255|47|177|172|100|31|57|323|233|769|518|430|51|360
34189,291|516|550|828|924|256|258|70
34197,377|399|95|60|172|54
34270,6|635|523|359|479
34327,360|1280|498|614|547|337|248|194|301|559|80|483|587|265|22|45|196|60|268|167|828|408|211|236|516|89|323|522|249|240|277|924
34404,265|663|6
34428,249|234|91|253|115|231
34484,190
34496,323|984|301|757|672
34519,38|11|178|256|567|51|25|56|27|18|21|24|23|20|16|64|43|175|29|177|138|205|158|577|388|865|529|74|225
34539,534|754|87|473|61
34566,5|139|1334|313
34572,121
34599,167|115|670|232|101|283|534|221|546|758|168|305|349|295|488|739|553|612|578|441|691|725|703|705|806|915|818|865|1248|967|986|911|1139|65|178|70|110|405|135
34619,121|421|408|404|572
34639,106|572|215
34662,193
34701,31
34727,61|1477|426|317|767|860|453|130|662|162|97|68
34739,22|30
34763,45|288|295|463|554|712
34812,185|359|572
34858,337|478|590|778|71|498|390|48|427|514|361|734|395|1186|129|264|298|173|90|198|231|482|333|30|414|272|144|522|54|329|40|479|635|577|762|739|825|1136
34910,95|484|414
34953,273|124|461|354|146|1675|616|437|538|236|137|395|139|235
34981,38|256|916|78|150|45|46|328|253|395|1184
34996,19|67|762|216|109|318|964|89|172|141|114
35030,68|134|100|1214|306|337|129|139|534|546|323
35105,115|829|961|472
35114,778|570|815|167|172|1167|289|1214|1135|959|180|597|194|395|401|485
35138,195|283|312|282|26|1214|316|264
35154,47|185|36|167|54|1202
35161,57|354|44|658|743
35257,482|734|453|195|440|235|318|567
35284,941
35332,11|46|67|239|417|982|126|298|54|86|91|170
35353,1435|93|89|232|137|496|81|378|440|1752|300|126|276|36|304|195|231|216|482|145|115|1184|407|430|342|377|277|360
35385,261|409|172|34|16|216|1159|148|440|1171|860
35439,85|89|273|143|61|188|110|165|463|554|712
35450,225
35460,338
35491,268|1171|1509|181|467|341|977
35509,1561|178|320|112
35512,115|758|437
35531,28|1434|232|178|89|66|557|387|357|282
35544,523|494
35567,820
35578,688|522|289|86|1176|360|215|440|599
35581,290|65|113|483|560|1477|961|71|273|436|342|795|754
35608,162
35620,240|321
35638,3|94|122|95|172|233|289|407|34|414|342|701|869|377|328|331
35654,359
35685,100|883|820|498|297|122|232|142|67|512|851|317|15
35711,788|499|89|162|178|129|28|113|215|665|815|168|666|106|95|485|70|39|205|42|148|651
35729,625|1202|265|30|2|540|47|522|840|468|417|300|482|584|232|1477|1970
35743,104|665|809|22|45|54|129|265|38|47|121|172|113|100|119|178|498|485|173|150|323|162|35|650|461|245|230|301|284|620|576|1679|264|212|476|249|879|337|819|401|185|193
35767,30|313|1393|768|51|185|261|217|144|362|1509
35824,925|436|669|523
35858,270|89|186|625|342|54|229|47|46|137|11|337|877
35868,508
35912,119|121|89|74
35964,198|304|342|62|557|205|487|222
36021,256|79|115|430|584|282|119|495|682
36036,226|167|338|267
36050,359|313|482|323|523|653
36063,322|484|1051
36073,232|113|1272|1435
36093,273|613|197|185|144
36126,310|12|465|381
36231,682
36244,55|65|395|529|178|264|4|401|265|778|289|804|287|456|16|436|883|342|484|430|268|172|196|185|216|89|317|200|337|520
36252,113|104|89|405|430|395|11
36308,665|144|964|360|557|139|222|699|36|95|54|93|271|68|289|104|323|267
36340,404
36355,681
36405,359|94|35|255|485|287|22|270|178|233|200|614|669|306|148|61
36456,216|291|249|115|268|304|313|404|689|104|100|51|119|70|516|306|638|430|295
36495,284|173|337|948|104|95|68|467|522|291|815|688|1144|508|94|121|142|181|362|493|1094|350|440|146|118|453|233|81|318
36567,1185
36570,451|48|230|103|95|473|130|654|72|984|489|70|168|739
36588,122|1185|35|359
36592,1202|1435|788|66|11|124|81|200
36624,350|709|1509|301|287|1280|45|489|984
36633,16|186|150|33|30|134|51|320|11|414|326
36674,129|350|788|8|104|499|209|222|142|89|126|731|405|440|109|5|691|574|79|298|547|239|660|62|441|546
36708,4|87|89|547|390|114|172|121|650|255|126|233|274|704|522|405|110|499|561|342|637|61|196|762|848|216
36743,283|190|5|653|625|74|36|12|115|236
36767,290|179|329|10|113|11|198|100|287|225|325|961|344|534|372|916|378|87|181|538|472
36813,11|297|503|186|795|33|395|1073|57|1214|559|540|121|778|46|122|131|138|95|427|130|118|498|249|651|103|196|172|301|877|66|68|93|79|213|109|44|436|136|682|572|31|238|15|80|28|58|47|116|180|597
36842,100|111|80|263|545|1237|437|1131|689|277|567
36862,215
36891,10|1005|28|14|65|47|249|498|126|179|89|121|173|76|265|289|550|244|200|112|267|81|467|930
36908,318
36956,198
36984,869|47
37002,869|5|45|39|36|70|258|426|217|663|256|758|372|457
37033,211|142|642|238|295|67|69
37069,119|12|16|144|208|710
37079,43|1393|178|664|76|63|138|230|109|55|451|177|66|186|261|45|31|142|208|179|40|256|174|122|916|92|287|255|13|15|121|173|70|181|140
37135,538|515|417|320|143|572|137
37179,1055|323|300|272|67|520|39|110|135|167|855|297|301|71
37219,238|297|60|1176
37243,255|654|94|172|405|424|570|118
37281,1136|408|38|820|982|231|277
37312,173|337|413|79|762|177|194|89|584|289|16|46|122|95|268|301|109|485|126|547|168|701|121|103|559|68|444|6|36|185|478|1108|736|274|432|158|184|335|373
37364,35|688|1739
37405,115|94|68
37420,1675|258|1011|359|326|342|67|482|208|13|274|375|410|1094|114|322|167
37453,709|1365|401
37494,1231
37571,342|74|45|613|229|54|271|47|68|179|61
37597,342|83
37630,28|173|113|314|89|189|33|88|6|185|178|255
37653,270|584|81
37695,333|948|95|924|584|318|437
37717,1238|127|550|350|489|323|362|174|934|360|233|53|94|181|879|739|829|887|1319|815|192
37739,718|70|265|173|354|118|357|1435|523|306|375|614|887|1509|820|405|662|1161|1393|101|82|709|495|883|857|1319|935|515|994|2089
37751,119|173
37874,13|14|80|43|63|32|95|809|33|177|35|83|129|94|67|113|65|38|130|121|180|162|173|255|117|68|225|22|132|46|39|205|736|16|200|425|196|74|621|664|178|653
37955,36|131|114|138|38|213|22|1167|40|57|323|200|212|39|354|196|523|395|268|41|590|306|148|273|272|399|829|416|1088|642|1073|456|1272|312|1393|1970|768|1184|359
37971,81|6|115|374|9|350|127
37999,540|919|270|94|167
38014,2|115|5|36|95|83|114
38071,47|45
38098,522|587|291
38121,198|131|121|65
38206,1145
38215,664|8|55|47|277|15|14|80|189|63|32|125|95|809|109|177|198|116|204|70|83|597|498|162|265|154|19|65|103|138|172|113|45|90|129|94|427|150|225|282
38276,621|557|515
38293,67|162|313|172|287|769|6
38308,53|62|28|10|7|219|189|32|55|129|131|70|67|213
38315,597|45|11|30|67|325|122
38369,408|137|295|285|948|173|291|283|930|262
38446,901|68|122|572
38487,312|436|1159|1752|61|267|699
38526,1051|523|143
38548,277|284|611|10|165|399|83|492|82|362|28|76
38557,74|386|1465
38622,482|930|262
38637,178|906|216|70|313|129|916|35|47|80|197
38667,396|906|409|664|1509|359|300|421|48|39|43
38719,94|1064|1073
38741,664|456|297|547|503|172|48|451|196|44
38766,74|10|90
38792,146
38798,216|30
38846,277|2124|482
38851,282|89|126|819|529|1367
38881,47|772|379|1064|168|984|283|212|1021|181|79|341|618|758|977|1005|620|666|65|295|1477|769
38905,456|664|1509|395|899|499|16|30|222|89|689|320|100|81|216|142|421|704|754|383
39032,1048
39054,226|277|167|253|244
39069,244|883
39113,97|106|167|132|124|239|440|47|496|413|662
39118,87|74
39149,238|34|1
39159,41|273|440|424|112|318|557|869
39207,173|284|513|1159|1317|689|231|883|436|195|1458|304|35|47|440|421|344
39227,28|47|54|109|251|177|35|37|79|50|133|650|1120
39266,239
39379,456|1509|359|546|479|295|208
39392,111|482|901|1171|924|325|10|35|115|67|1133
39460,79|341|516|239
39515,267|61|437|143|1970|226
39530,359|1178|984|205
39569,41|323|662|467|1084|48|67
39618,483|523
39632,961|590|83|172|109|1584|87|66|65|113|597|485|173|289|117|342|115|499|869|282|70|142|467|426|654|270
39695,869
39737,59|826|178|42|113|171|883|779|828|13|55|119|66|289|295|451|395|941|1055|421|6|570|417|124|277|143|24
39760,417|567|162|268|326|591|825|895|688
39770,109|48|65|298|427|129|173|468|6|30|68|150|689|47|441
39798,95|265|35|489|208|291|320|930|100|112|13|33|179|461|473|167|185|116|58
39841,201
39879,85|296|339|608|45|11|39|457|239|609
39903,74|1317|270|91|919|820|654|338
39927,6
39932,613|196|320|216|313
39972,1|231|124
39992,146|192|256|300|132|27|21|261|451|316|961|560|614|736|899|219|82|769|12|635|483|378|637|482|706|267|1644|80|24|54|109|177|35|103|114|71|119|180|213|162|597|485|461|513|321|60
40037,270|1739
40076,45|92|196|172|109|642|177
40103,239|572
40124,146|119|249|498|33|457|663
40162,1011|270|6|30|277|70|239|55|35|94|321|249|409|322|961|1055|8|187|522|901
40174,672
40182,547|375|503|1561|498
40251,80|47|229|95|54|287|522|8|55|546
40284,343|215|290|119|7|587|851|69|105|143|61|137
40302,54|115
40322,277|167|12|1367|682|567|848|104|70|342|522|312|479|255|74|304
40351,171|298
40360,1084|277|268|322|483|295|231|613|239|457|270|38|185
40410,6|38|68|1317|30|1|482|273
40429,180|172|109
40453,422
40461,762|409|139|318
40525,181|718|194|576|1214
40551,342|901|1334|238|1005|887
40588,1280|14|32|177|301|498|518|180|479|1509|828|68|883|277|131|1176|872|374
40597,456|4|113|109|1158|36|74|156|270|94|485|119|323|424|1167|196|620|249|395
40615,359|378
40623,407|494|847|426|424|479|779|258
40665,91|47|130|167|129|233|342|283|401|430|395|820|377|226
40721,295|233|115|379|437
40773,984|512|83|378|117|87|359|977|265|143|437
40787,196|1434
40796,289|430|396|146|243|553|359|267|332
40819,467|124|440
40827,326|820|1970|85|6|26|59|133|265|323|104|68|268
40840,80|36|229|198|102|35|180|597|287|225|646|479|772|162
40865,28|432|181|113|213|472|323|297|1214|1367
40916,317|6|45|121|342|178|148|436|5|42|129|68|359
40940,313|333|398|13|55|65|94|113|714|770|855|1186|1184|241|311|482|91|143|267|2124|193
40991,479|194|288|113|103|413|1739
41015,574|66
41051,421|106|20|140|440
41072,144|32|253|139|15|515
41130,100|642|57|119|94|106|498|87|516|531|101|426|148|421|103|28|47|54|109|198|35|271|597|357|15|36|1214|270|424|476|321|68|143
41140,499|637|883|47|11|273|421|424|1061|825|94|256|522|212|247|398|374|587|604|1055|199
41151,1334|5|109|55|103|95|32|14|178|342|46|249|650|289|899|186|148|212|312|282|106|479|635|268|173|499|395|198|779|181|300|1365|1681
41205,172|265|14|13|55|81|60|115|22|131|47|31|87|68|80|323|233|476|283|840|472|516|887|57|41|758
41230,359|130|72|243|553|612|725|436
41240,112
41282,387|494
41300,66|212|1970
41351,104
41407,338|379|421|982
41495,209|192|172
41534,12|69|105|67|682|417|592
41616,45|255|498|734|198|378
41633,41|877|57|9|98|1094|369|245|256|371|1679|298|409|743|167|119|372|560|198
41648,4|757|284|119|113|121|177|178|289|323|264|213|354|410|265|401|468|407|395
41660,271
41712,212|198|924|115
41738,1055|550|179|198
41761,106|179|734|45|371|22|57|64|120|74|321|416|91
41792,1477|733|572|277
41846,148|42|173|758|284|560|495|109|87|265
41858,167
41907,522|520|378
41926,430|520|129|196|399|54|102|121|119|323|298|225|337|70|265|483|274|72|611|1133|826|300
41969,146|231|396|142|148|421|70|13|53|473|377
42016,157|592|635
42165,217|758|663|146|1561
42229,396|132|267|64|60|35|208|697|437|476|320|318
42259,651|265|734|234
42287,32|478|79|121|498|60|499|39|30|7|19|146|1184|1133|691|287
42322,485|427|664
42369,277|689|669
42385,961|829|5|402|14|55|95|178|637|30|499|1|46|129|185|705|967|512|277|101|943
42453,703|240|171|225|94|87|35|68|137|499|425|167|1185|463|60|47
42481,758|68|736|233|103|778|846|124|1272
42508,265
42568,725|194
42574,17|109|20
42623,1120
42664,961|112|601
42683,65|127|185|180|39|494|516|47|313|495|148
42776,22|23|242|21|24|18|29|230|461|483
42798,120|105|69|6
42806,65
42838,436|300|114|100|522
42870,516|148|895|342|124|482|6|318|262|264|225|1567|38
42921,13|47|87|65|180|498|255|194|26|287|1120|1214
42970,1393|1334|584|869|430|322|421|255|925|58|23|25|155|110|161|52|165|287|216|219|480|321|1526|554|635|121|130|297|109|44|133|547|520|200|89|663
42998,359
43016,430|33
43032,195|178|516|35|779|190|13|225|265|401|89|74|47|94|291|757|295|374|688|472
43039,233|95|167
43071,143|440|421|67|57|377
43089,212|1145|215|146
43169,12|47|1477|1064|94|669|62|522|1365|653|867|1465|515|1185|112|333|81|231|144|45|441
43180,104|1214|560|669|306|176|1566|233|93|271|1184|360|637|1161|590|38|19|424|61|658
43217,529|846
43320,30|89|12|575|688|236|71|70|769|258|522|430|69|106|313|36|277|359
43363,95|68|132
43371,6|185|142|14|125|79|55
43423,104|924|550|772|253|323|185|146
43519,357|89|255|1739
43526,229|293|413|373|282|451|65|134|51|223|314|682|591|924|239|414|77|471|106|493
43536,440|550|6|129|341|284|1184|117|961|1214
43584,240|584
43622,277
43651,534|205|295
43676,146|409|467|494|924
43683,762|265|11|54|809|133|19|121|740|317|117|26|68|89|397|161|245|46|39|453|851|187|958|9|155|34|179|62
43696,8|208|53|591|241|256|557|819|268|239
43712,144|329|342|482|754|12|146|901|440
43732,342|55|65|89|69|234|144|196
43912,94|233|225|1184|213|271|401|1642|471|395|498|158|245
43924,5|172|63|113|346|409|12|758
43956,559|1477|109|295|313|36|501
43991,130|899|173|80|36|1569|540|572|291|557|614
44022,186|167|413|217|185|184|15|37|28|116|58
44064,13|7
44115,290|129|215
44167,464|83
44192,342|604|215|282|635|312
44247,271|1144
44281,409
44304,255
44364,45
44397,95|54|90|225|213|689
44422,127|137|211|60|112|437|262|285|267
44430,244|81|333|883|39|190|1136
44512,867
44519,4|8|173|664|6|11|22|45|30|196|249|47|146|32|426|265|476|82|190|550|710|614|959|699|225|451|297|257|264|89|323
44546,85|11|35|840|757|424|1526|710|688|574
44580,146|318|1159|47|482|359|143
44593,522|140|282|238|883|211|231|6|124|342|33|100|36|148|68|234|326|919|1131|409|386|621|116|792|826|43|289|293|66|28|58|189|14|255|109|8|478|762|531|19|63|155|161|129|83|964|287|76|699|361|559|5|32|54|79|113|172|173
44629,33|113|95|14|55|718|181|395|121|172|485|664|12|342|405|407|301|483|498|268|60|46|225|1184|177|597|714|410|130|546|959|360
44668,483|6|47|67|35|597|212|60
44686,91|88|215|268|522|499|113|225|959
44697,6|285|129
44782,146|144|262|172|121|143|66|5|55|65|559|427
44909,1186|113|94|47|268
44947,113|1|17|20
44963,276
45023,43|11|436|554|482|1202|186|476|115|704|217|103|1011|142|1158
45080,167|13|731
45094,146|61
45102,1214|718|146|1084|899|590|194
45127,342|314|638|457|265|146|239
45182,293|189|424|89|160|181|360|180|669|576|432|604|129|72|540|350|556|522|672|51|157|126|265|100|339|427|301|611|851|113|161
45302,156|47|457|15|5|11|35|114|317|160|117|23|6|76|422|341|17|60|154|57|572
45345,404
45372,256|231|391|317|1561|868|57|6|143
45431,67|245|424|513|124|64|468|185|546|216|410|494|1094|426|215|522|959|322|312|234|984|635|241|961|359|591|457|663|691|682|146|328|74|779|1605|407|1068
45485,106|290|256|329|14|485|7|177|200
45491,119|68|295|185|30|65|35|113|57|1334|463|554|712
45524,53|139|173|126|1135|611|538|709|223
45564,127|36|16|98|54|295|312|89|167|215
45575,436|1970|109|58|773|361|196|395|883|650|249|297|83|194|672|1238|124|815|547|298|181|217|92|208|316|398|9|693|660
45604,139|276
45679,468|150|100|261|407|81|195|318|47|146|277|1021|1231|253|185
45714,268|249|104|57|300|1317|795|88|11|233|115|557|244|815|499|501|19|139|51|89|682|232|12|877|346|54|181|395|934|171|1084|298|1055|200
45761,103|1393|597|485|289|261|35|83|522|239|287|101|372|253|87|54|498|255|194|105|401|240|119
45809,139|167|312|19|155|135|165|188|189|277
45824,395|211|485|763|76
45867,436|360|119|117|323|191|113|115|247|1367|516|472
45889,292|542|37|2|18|25|24|27|23|21|100|825|217|179|172|498|306
45965,301|255|1214|1084|614|113|360
46089,312|377|463
46107,14|28|253|868|282|45|32|65|35|311|115|54|89|198|225|264|621|321|40|70|94|90|130|740|518|212|387|736|1435|317|846
46139,158
46172,87|251|102|621|15
46259,208|113|65|689|961|369|1561|112|146|88
46293,283|1465|216
46333,1011|320|195
46366,426|276
46415,587|106|208|112|304|70|181|323|592|67
46422,51|47
46431,35|646|360|185|119
46464,58|483|706|1393|71|597|55|6|1435|479|255|287
46470,757|284|236|688|61
46493,546|311|237|72|488|424|76|1073|180|103|14|32|19|155|161|45|614|17
46521,137|48|267|215
46557,67|31|45|100|329|22|60|397|245|46|150|413|57|62|1569|258|592|256|635|620|191|577|212|300|64|595|192|61
46647,754|150|146|262
46661,277|1167|479|592|778|34|99
46692,137
46789,119|100|171|354|476|762|559|1214|427|192|959|239|611|456|857|621|289|377|293|257|185
46803,498|421|437
46902,79|45|113|117|6|62|200|529|232|488|441|204|298|104|60
46958,192|162|55
46977,178
47007,150|414|572|100|883|522|901|106|642|143|1011|457|98|61|112|67|840|129|139|456|262|1644|820
47024,322|451|848|231|482
47032,82
47056,217|47|181
47089,58|386
47135,265|47|318
47157,487|1184
47303,587|819|200|267|253
47323,437|106|290|317|81|208|256|321|241|577|6
47370,174
47401,60|35|287|93|664|730|132|55|85|191
47478,146|498
47632,977|523|590|757|734
47675,104|150|468|561|407|247|485|318|285|238
47749,473|1237|396|1714|208|104|33|68|669|64|216|374|872|291
47816,1136|574|360|208|758|895|112|95|142|289|265|129|178|485|584|487|137
47876,322|312|70|126|55|31|124
47949,143
48050,625|137|417
48090,731|4|778|298|185|345|122|282|36|295|31|243|556|739|578|670|609|703|865|818|915|967|911|986|1248
48111,1185|494|195|691
48151,467|81|146|249|421|592|277|139|70|492|167|682|1367|142|258|337|522
48188,757|225|682|258
48247,430|94|129|65|213|523|546|977|937|208|436|283|282|81
48288,432|126|196|137|119|181|78|91|682
48327,195|36
48355,192|146|127
48441,83|119|178|36|138|357|518|233|212|391|74|69|560|401|361|257|590|762|148|304|984|736|256|522|1084|451|1477|1186|501|658|225|133|1435|642|825|326|437|925
48462,754|75|136|261|417|112|235|126|350|181|185|89|54|11|333|941|172|72|342|499|318|12
48513,113|65|69|584|100|467|95|12|178|1005|560|92|211|195|273|421|396|216|144|35
48535,725
48602,977|69|105
48622,208|335|738|158|948|877|28|637|95
48631,267|188|137
48704,977|590|495|31|119|35|941|60|317|409
48726,6|41|379|282
48753,572|143|148|4|468
48787,80|961|778|109|1068|65|194|178|560|597|255|410|287|200|883|273|11|268|33|226|217|244|584|297|1231|930
48807,248
48810,925|395|941|495|550|139
48864,106|137|84|195|453|421
48909,867
48951,92|550|265|13|178|701|219|546|522
48980,430
49027,187|451
49129,379|959|611
49160,95|468|215|268
49184,223
49209,121|181|41|265|115|212|146|1679|127|94|233|33|35|421|437|264|401|395|150|290
49242,26|35|113|8|230|514|194|198|1073
49248,219|14|229|35|89|58|178|138|130|498|650|1167|646|12|820|223|1073|456|1509|69|734|395|13|485|984|977|664|51|301
49298,70|187|139
49342,342|1184|268|379|333
49382,144
49495,268|522|1231|316|10|818|24|18|21|25|23|27|61|16|98|140|313|139|424
49541,104|1679|499|522|282|815|795|22|115
49562,167|371|141
49644,104|54
49672,4|177|471|95|171|83|160|172|361|265|402|1526|42|6|381|146|253|473|150|325|476|436|291|498|45|437|440|61|242
49748,516|658|782|233|701|1005|763|467
49830,257|207
49848,701|1280
49913,65|121|130|55|177|8|13|14|74|60|35|1605|113|167|68|815|89|117|666|322|312
49942,468|1509|1970
49973,592|115|342|338|167|89|283|430|273|421|313|1051|144|961
49984,554|367|134
50023,66|230|498|410|658|17
50149,291|216|192|437|124|467|318|642|930
50209,478|529|103|513|274|375|468|1605
50240,11|342|268|132|333|86|145|343|285|119|869|144|313
50247,1477|734|1435|924|653|143|277|359|18|23|25|27|185|290
50255,268|146
50274,70|64|493|663|124|664|522|273|333|239|432|570|328|232|463|407|374|1238|948|144|758|228|139|484|156|112
50308,112
50312,297|1161|196|1561|121|815|1435|301|178|265|1477|255|456|1184|354|1186|1393|883|925|100|378
50375,115|1561|769|36|390|141|121
50425,473
50472,139|190|144|88|287|185|304|616
50511,658|244|654|522|520|1970|516|216|137|123|883|860|669|379|245|1319|1144|948|572|930
50582,899|119|192|322|283|312|117|223|282|263|887|1752|848|377
50609,179|255|94|847|223|453|251|464|29|50|358|339|213|727|885|424|162|848|105|295|277
50635,60|65|697
50713,10|173|503|432|129|360|130|167|597|188|806|301|646|529|427|298|255|341|70|277|215
50724,1411|485|233|6|60|95|820|883|104|653|430|258|67
50786,494|14|126|178|162|576|424|426|71|390|10|97|103|413
50864,146|143|300|313|211|127
50898,95
50940,233|397|208|591|463
50969,718|887|371|520|113
51021,1073|961
51031,793|245|738|485|557|267|23|333|285|80
51048,1171|322
51105,958|464|312|577|94
51125,267
51204,762|1210|714|124|815|64|123
51251,100|407|60|261|212|92|208|256|12
51281,144
51315,94|63|95|115|130|961|80|204|404|8|141|233|354|457|267|87
51395,767|146|467|1642|919|688
51409,301|8|139|424|35|65
51452,61
51511,47
51553,119
51583,515|1185|1202|409|272|1131
51618,555|271
51660,267
51673,6|70
51750,272
51776,1714|1051|61
51829,518|132|113|121|71|83|129|198|278|262|114|235|590|136|50
51901,557|934|572
51965,185|41|65|47|360|106|238|121|584
52029,437
52049,247|35|117|90|100|126|546|64|104|226
52081,658|344
52171,1131|111|282|550|92|1061
52247,103|113|65|36|233|140|575|17|343|39|109|53|31|47|338|651|11|143|141|119|14
52289,290|262|88|318|61|167|172|143|74|414|267|453|101|283|372|238|106
52366,1785
52383,77|826|195|13|172|257|276|432|117|87|1272
52409,642
52478,109|284
52542,456|13|14|426|523|395|229|792|597|298|1434|55|83|109|130|113|65
52579,282|484|238
52697,167|119
52722,354|112|688|212
52734,540|190|961|8|778|1477|1509|1038|782|483|129
52761,567|769|68|103|22|274|778
52772,499|604|577|707|28|65|10|47|177|13|8|5|704|274|300|143|57|124|235|734
52803,1214|426|135|306|297|718|520|304|669|110|430|377|516|405|570|522|872|101|587
52809,177|180|471|820|520|523|718|959|473|1642|763
52858,642|17|345|201|45|196
52884,46|144|257|15|284|194|129|109
52905,79
53012,410
53026,188|104|233|959|1411
53137,867|523
53268,105|342|253|934
53303,1159|6|113|290|45|664|1561|557|587|342
53327,1561|325|570|162|1214|662|311|378|638|167
53394,54|39|143|11
